sense_uid,lemma,pos,quiz_prompt_zh,gloss_zh,ipa_us,ipa_uk,example_en,example_zh
en:bill:noun:1,bill,noun,[法] 法案；广告；账单；[金融] 票据；钞票；清单,n [法] 法案；广告；账单；[金融] 票据；钞票；清单；v 宣布；开账单；用海报宣传,/bɪl/,/bɪl/,Have you paid the phone bill?,电话费你付了吗？
en:bird:noun:1,bird,noun,鸟；家伙；羽毛球,n 鸟；家伙；羽毛球；v 向…喝倒彩；起哄,/bɝd/,/bɜːd/,wild birds,野鸟
en:birth:noun:1,birth,noun,出生；血统，出身；起源,n 出生；血统，出身；起源,/bɝθ/,/bɜːθ/,Congratulations on the birth of your daughter!,恭喜你生了个女儿！
en:birthday:noun:1,birthday,noun,生日，诞辰；诞生的日子,n 生日，诞辰；诞生的日子,/'bɝθde/,/'bɜːθdeɪ/,It’s my birthday on Monday.,星期一是我的生日。
en:biscuit:noun:1,biscuit,noun,小点心，饼干,n 小点心，饼干,/'bɪskɪt/,/'bɪskɪt/,a packet of chocolate biscuits,一包巧克力饼干
en:bit:noun:1,bit,noun,[计] 比特（二进位制信息单位）；少量；马嚼子；辅币；老一套；一点，一块,n [计] 比特（二进位制信息单位）；少量；马嚼子；辅币；老一套；一点，一块；vt 控制；adj 很小的；微不足道的；adv 有点儿；相当,/bɪt/,/bɪt/,He’s taken the engine to bits .,他把发动机拆开了。
en:bitter:adjective:1,bitter,adjective,苦的；痛苦的；尖刻的；充满仇恨的,adj 苦的；痛苦的；尖刻的；充满仇恨的；n 苦味；苦啤酒；adv 激烈地；严寒刺骨地；v 使变苦,/'bɪtɚ/,/'bɪtə/,a bitter old man,一个满腹怨恨的老人
en:black:adjective:1,black,adjective,黑色的；黑人的；邪恶的,adj 黑色的；黑人的；邪恶的；n 黑色；黑人；黑颜料；v 使变黑；把鞋油等涂在…上；把（眼眶）打成青肿,/blæk/,/blæk/,a black evening dress,黑色晚礼服
en:blackboard:noun:1,blackboard,noun,黑板,n 黑板,/'blækbɔrd/,/'blækbɔːd/,He chalked out a design on the blackboard.,他用粉笔在黑板上勾划出一个图样。
en:blind:adjective:1,blind,adjective,盲目的；瞎的,adj 盲目的；瞎的；adv 盲目地；看不见地；n 掩饰，借口；百叶窗；v 使失明；使失去理智,/blaɪnd/,/blaɪnd/,David's good looks and impeccable manners had always made her blind to his faults.,大卫俊朗的外表和完美的风度总是令她对他的缺点视而不见。
en:blood:noun:1,blood,noun,血，血液；血统,n 血，血液；血统；v 从…抽血；使先取得经验,/blʌd/,/blʌd/,Her body was found in a pool of blood.,她的尸体被发现倒在血泊之中。
en:blue:noun:1,blue,noun,蓝色；[复数]（美国海、陆、空三军穿的）蓝色制服；蓝颜料；[the blue(s)][用作单数或复数]布鲁斯（歌曲）（一种伤感的美国黑人民歌）,n 蓝色；[复数]（美国海、陆、空三军穿的）蓝色制服；蓝颜料；[the blue(s)][用作单数或复数]布鲁斯（歌曲）（一种伤感的美国黑人民歌）；adj 蓝色的；沮丧的，忧郁的；下流的；v 把…染成蓝色；使成蓝色；给…用上蓝剂；用上蓝剂于,/blu/,/bluː/,She nearly always dresses in blue.,她几乎总是穿蓝色的衣服。
en:board:noun:1,board,noun,董事会；木板；甲板；膳食,n 董事会；木板；甲板；膳食；v 上（飞机、车、船等）；用板盖上；给提供膳宿,/bɔrd/,/bɔːd/,Martha was chopping vegetables on a wooden board.,玛莎正在用一块木砧板切蔬菜。
en:boat:noun:1,boat,noun,小船；轮船,n 小船；轮船；v 划船,/bot/,/bəʊt/,a fishing boat,渔船
en:body:noun:1,body,noun,身体；主体；大量；团体；主要部分,n 身体；主体；大量；团体；主要部分；v 赋以形体,/'bɑdi/,/'bɒdɪ/,the human body,人体
en:book:noun:1,book,noun,书籍；卷；帐簿；名册；工作簿,n 书籍；卷；帐簿；名册；工作簿；v 预订；登记,/bʊk/,/bʊk/,I’ve just started reading a book by Graham Greene.,我刚开始看格雷厄姆·格林写的一本书。
en:boring:adjective:1,boring,adjective,无聊的；令人厌烦的,adj 无聊的；令人厌烦的；n 钻孔；v 钻孔；使厌烦；挖空（bore的ing形式）,/'bɔrɪŋ/,/'bɔːrɪŋ/,Her husband is about the most boring person I’ve ever met.,她丈夫可以说是我见过的最无聊的人。
en:born:verb:1,born,verb,出世（bear的过去分词）,v 出世（bear的过去分词）；adj 天生的；n (Born)人名；(柬)邦；(英、西、俄、捷、德、瑞典、匈)博恩,/bɔrn/,/bɔːn/,Forty lambs were born this spring.,今年春天有40头小羊羔出生。
en:borrow:verb:1,borrow,verb,借；借用；从其他语言中引入,v 借；借用；从其他语言中引入；n (Borrow)人名；(英)博罗,/'bɑro/,/'bɒrəʊ/,Can I borrow your pen for a minute?,我可以借你的笔用一下吗？
en:boss:noun:1,boss,noun,老板；首领；工头,n 老板；首领；工头；v 指挥，调遣；当…的领导,/bɑs/,/bɒs/,I’ll have to ask my boss for a day off.,我得向老板请一天假。
en:both:adjective:1,both,adjective,两个的；两者的,adj 两个的；两者的；adv 并；又；两者皆；pron 双方都；两者都；conj 既…且…；n (Both)人名；(德、罗、捷、南非、匈)博特,/boθ/,/bəʊθ/,"To help the talks along, both of us should make some concessions.",为了会谈有所进展，我们双方都得做出一些让步。
en:bottle:noun:1,bottle,noun,瓶子；一瓶的容量,n 瓶子；一瓶的容量；v 控制；把…装入瓶中,/'bɑtl/,/'bɒt(ə)l/,an empty bottle,一个空瓶子
en:bottom:noun:1,bottom,noun,底部；末端；臀部；尽头,n 底部；末端；臀部；尽头；adj 底部的；v 装底；测量深浅；查明真相,/'bɑtəm/,/'bɒtəm/,The drugs had been hidden in a suitcase with a false bottom.,毒品藏在一个带假底板的行李箱里。
en:bowl:noun:1,bowl,noun,碗；木球；大酒杯,n 碗；木球；大酒杯；v 玩保龄球；滑动；平稳快速移动,/bol/,/bəʊl/,Mix all the ingredients thoroughly in a large bowl.,将所有配料放在大碗里搅拌均匀。
en:box:noun:1,box,noun,箱，盒子；包厢；一拳,n 箱，盒子；包厢；一拳；v 拳击,/bɑks/,/bɒks/,She ate two boxes of chocolates.,她吃了两盒巧克力。
en:boy:noun:1,boy,noun,男孩；男人,n 男孩；男人,/bɔɪ/,/bɒɪ/,The boys wanted to play football.,男孩子们想踢足球。
en:brain:noun:1,brain,noun,头脑，智力；脑袋,n 头脑，智力；脑袋；v 猛击…的头部,/bren/,/breɪn/,Messages from the brain are carried by the central nervous system.,大脑发出的信息是通过中枢神经系统传递的。
en:brave:adjective:1,brave,adjective,勇敢的；华丽的,adj 勇敢的；华丽的；v 勇敢地面对；n 勇士,/brev/,/breɪv/,brave soldiers,勇敢的士兵
en:bread:noun:1,bread,noun,面包；生计,n 面包；生计；v 在…上洒面包屑,/brɛd/,/bred/,Would you like some bread with your soup?,你喝汤时要吃点面包吗？
en:breakfast:noun:1,breakfast,noun,早餐；早饭,n 早餐；早饭；v 吃早餐,/'brɛkfəst/,/'brekfəst/,We had bacon and eggs for breakfast .,我们早餐吃了熏肉鸡蛋。
en:breath:noun:1,breath,noun,呼吸，气息；一口气，（呼吸的）一次；瞬间，瞬息；微风；迹象；无声音，气音,n 呼吸，气息；一口气，（呼吸的）一次；瞬间，瞬息；微风；迹象；无声音，气音,/brɛθ/,/breθ/,"Slow down, I need to catch my breath.",慢一点，我要喘口气。
en:breathe:verb:1,breathe,verb,呼吸；低语；松口气；（风）轻拂,v 呼吸；低语；松口气；（风）轻拂,/brið/,/briːð/,"The room filled with smoke, and it was becoming difficult to breathe.",房间里全是烟，呼吸越来越困难。
en:bridge:noun:1,bridge,noun,桥；桥牌；桥接器；船桥,n 桥；桥牌；桥接器；船桥；v 架桥；渡过,/brɪdʒ/,/brɪdʒ/,He walked back over the railway bridge.,他从铁路桥上走了回去。
en:bright:adjective:1,bright,adjective,明亮的，鲜明的；聪明的；愉快的,adj 明亮的，鲜明的；聪明的；愉快的；adv 明亮地；光明地；欢快地；n 车头灯光,/braɪt/,/braɪt/,Her eyes were hurting from the bright lights.,明亮的光线刺痛了她的眼睛。
en:brother:noun:1,brother,noun,兄弟；同事；战友,n 兄弟；同事；战友；int 我的老兄！,/'brʌðɚ/,/'brʌðə/,"I have two brothers, William and Mark.",我有两个兄弟，威廉和马克。
en:brown:adjective:1,brown,adjective,棕色的，褐色的；太阳晒黑的,adj 棕色的，褐色的；太阳晒黑的；v 变成褐色；n 褐色，棕色,/braʊn/,/braʊn/,dark brown hair,深褐色的头发
en:brush:noun:1,brush,noun,刷子；画笔；毛笔；争吵；与某人有效冲突；灌木丛地带；矮树丛；狐狸尾巴,n 刷子；画笔；毛笔；争吵；与某人有效冲突；灌木丛地带；矮树丛；狐狸尾巴；v 刷；画；,/brʌʃ/,/brʌʃ/,a scrubbing brush,硬毛刷，板刷
en:building:noun:1,building,noun,建筑；建筑物,n 建筑；建筑物；v 建筑；建立；增加（build的ing形式）,/'bɪldɪŋ/,/'bɪldɪŋ/,The offices are on the top two floors of the building.,办公室在大楼最高的两层。
en:bus:noun:1,bus,noun,公共汽车,n 公共汽车,/bʌs/,/bʌs/,I took a bus to San Francisco.,我乘公共汽车去旧金山。
en:business:noun:1,business,noun,商业；[贸易] 生意；[贸易] 交易；事情,n 商业；[贸易] 生意；[贸易] 交易；事情,/ˈbɪznəs/,/ˈbɪznɪs/,Students on the course learn about all aspects of business.,这门课程的学生要学习商业活动的各个方面。
en:busy:adjective:1,busy,adjective,忙碌的；热闹的；正被占用的,adj 忙碌的；热闹的；正被占用的；v 使忙于；n (Busy)人名；(匈)布希；(法)比西,/'bɪzi/,/'bɪzɪ/,She’s busy now – can you phone later?,她现在正忙，你稍后打来好吗？
en:but:conjunction:1,but,conjunction,但是；而是；然而,conj 但是；而是；然而；adv 仅仅，只；prep 除…以外；n (But)人名；(俄、罗)布特；(越)笔,/bʌt/,/bʌt; bət/,"It’s an old car, but it’s very reliable.",这是一辆旧车，但是性能非常可靠。
en:butter:verb:1,butter,verb,涂黄油于；讨好,v 涂黄油于；讨好；n 黄油；奶油；奉承话,/'bʌtɚ/,/'bʌtə/,buttered toast,涂了黄油的烤面包片
en:butterfly:noun:1,butterfly,noun,蝴蝶；蝶泳；举止轻浮的人；追求享乐的人,n 蝴蝶；蝶泳；举止轻浮的人；追求享乐的人,/'bʌtɚflaɪ/,/'bʌtəflaɪ/,Gwen’s a real social butterfly .,格温是个十足的交际花。
en:by:preposition:1,by,preposition,通过；被；依据；经由；在附近；在……之前,prep 通过；被；依据；经由；在附近；在……之前；adv 通过；经过；附近；[互联网] 白俄罗斯的国家代码顶级域名,/baɪ/,/baɪ/,I was attacked by a dog.,我被一条狗袭击。
en:bye:interjection:1,bye,interjection,再见,int 再见；n 轮空；次要的东西；adj 次要的,/baɪ/,/baɪ/,"Bye, Dave.",再见，戴夫。
en:cabbage:noun:1,cabbage,noun,卷心菜，甘蓝菜，洋白菜；（俚)脑袋；（非正式、侮辱）植物人（常用于英式英语）；（俚）钱，尤指纸币（常用于美式俚语）,n 卷心菜，甘蓝菜，洋白菜；（俚)脑袋；（非正式、侮辱）植物人（常用于英式英语）；（俚）钱，尤指纸币（常用于美式俚语）,/ˈkæbɪdʒ/,/ˈkæbɪdʒ/,chinese cabbage,大白菜（等于celery cabbage）
en:cake:noun:1,cake,noun,蛋糕；块状物；利益总额,n 蛋糕；块状物；利益总额；v 使结块,/kek/,/keɪk/,We had cake and ice cream.,我们吃了蛋糕和冰激凌。
en:call:verb:1,call,verb,呼叫；拜访；叫牌,v 呼叫；拜访；叫牌；n 电话；呼叫；要求；访问,/kɔl/,/kɔːl/,I heard someone calling in the distance.,我听到远处有人在叫。
en:camel:noun:1,camel,noun,[畜牧][脊椎] 骆驼；打捞浮筒；工作作风官僚,n [畜牧][脊椎] 骆驼；打捞浮筒；工作作风官僚；adj 驼色的；暗棕色的；vi 工作刻板平庸,/'kæml/,/'kæm(ə)l/,camel hair,驼绒；骆驼毛
en:camera:noun:1,camera,noun,照相机；摄影机,n 照相机；摄影机,/'kæmərə/,/'kæm(ə)rə/,Her grandmother lent her a camera for a school trip to Venice and Egypt.,她的祖母借给她一部相机，让她在学校组织的到威尼斯和埃及的旅行中使用。
en:camp:verb:1,camp,verb,露营；扎营,v 露营；扎营；n 露营,/kæmp/,/kæmp/,"We’ll camp by the river for the night, and move on tomorrow.",我们今晚在河边露营，明天继续前进。
en:can:verb:1,can,verb,将…装入密封罐中保存,v 将…装入密封罐中保存；aux 能； 能够； 可以； 可能；n 罐头； （用金属或塑料制作的）容器； （马口铁或其他金属制作的）食品罐头,/kæn/,/kæn/,Here they are – I can see their car.,他们来了——我看到他们的汽车了。
en:canada:noun:1,Canada,noun,加拿大（北美洲国家）,n 加拿大（北美洲国家）,/'kænədə/,/'kænədə/,She was domiciliated in Canada.,她在加拿大定居。
en:cancel:verb:1,cancel,verb,取消；删去,v 取消；删去；n 取消，撤销,/'kænsl/,/'kæns(ə)l/,Our flight was cancelled.,我们的航班取消了。
en:candle:noun:1,candle,noun,蜡烛；烛光；烛形物,n 蜡烛；烛光；烛形物；v 对着光检查,/'kændl/,/'kænd(ə)l/,When the candle was only half an inch high it flickered out and the room became dark.,蜡烛只有半英寸长时，烛光忽闪忽闪地熄灭了，于是房间一片漆黑。
en:cancer:noun:1,cancer,noun,癌症；恶性肿瘤,n 癌症；恶性肿瘤,/'kænsɚ/,/'kænsə/,A lot of cancers can now be treated successfully.,现在许多癌症可以治愈。
en:candy:verb:1,candy,verb,用糖煮；使结晶为砂糖；美化,v 用糖煮；使结晶为砂糖；美化；n 糖果（等于sweets）；冰糖（等于sugar candy，rock candy）；毒品；adj 新潮的（服饰）；甜言蜜语的,/'kændi/,/'kændɪ/,...a piece of candy.,…一块糖果。
en:cap:noun:1,cap,noun,盖；帽子,n 盖；帽子；v 脱帽致意,/kæp/,/kæp/,Make sure you put the cap back on the pen.,一定要把笔帽套上。
en:capital:noun:1,capital,noun,首都，省会；资金；大写字母；资本家,n 首都，省会；资金；大写字母；资本家；adj 首都的；重要的；大写的,/'kæpɪtl/,/'kæpɪt(ə)l/,"Washington D.C., the capital of the United States",美国首都华盛顿特区
en:captain:noun:1,captain,noun,队长，首领；船长；上尉；海军上校,n 队长，首领；船长；上尉；海军上校；v 指挥；率领,/ˈkæptən/,/'kæptɪn/,The captain and crew welcome you aboard.,机长和全体机组人员欢迎各位乘坐本次航班。
en:car:noun:1,car,noun,汽车；车厢,n 汽车；车厢,/kɑr/,/kɑː/,Dan got out of the car and locked the door.,丹下了车，锁上车门。
en:card:noun:1,card,noun,卡片；纸牌；明信片,n 卡片；纸牌；明信片；v 记于卡片上,/kɑrd/,/kɑːd/,Employees must show their identity cards at the gate.,雇员在大门口必须出示自己的身份卡。
en:care:noun:1,care,noun,关怀；照料；谨慎；忧虑,n 关怀；照料；谨慎；忧虑；v 照顾；关心；喜爱；顾虑,/kɛr/,/keə/,high standards of medical care,高水平的医疗护理
en:careful:adjective:1,careful,adjective,仔细的，小心的,adj 仔细的，小心的,/'kɛrfl/,/'keəfʊl; -f(ə)l/,Be careful - the floor’s slippery.,小心——地板很滑。
en:careless:adjective:1,careless,adjective,粗心的；无忧无虑的；淡漠的,adj 粗心的；无忧无虑的；淡漠的；n (Careless)人名；(英)凯尔利斯,/'kɛrləs/,/'keələs/,It was careless of him to leave the door unlocked.,他忘了锁门，真是粗心大意。
en:carry:verb:1,carry,verb,拿，扛；携带；支持；搬运,v 拿，扛；携带；支持；搬运；n 运载；[计] 进位；射程,/'kæri/,/'kærɪ/,Gina was carrying a small bunch of flowers.,吉娜拿着一小束花。
en:cat:noun:1,cat,noun,猫，猫科动物,n 猫，猫科动物,/kæt/,/kæt/,The police played an elaborate game of cat and mouse to trap him.,警方跟他玩了一场精心布局的猫捉老鼠游戏，诱他落网。
en:cause:noun:1,cause,noun,原因；事业；目标,n 原因；事业；目标；v 引起；使遭受,/kɔz/,/kɔːz/,It’s our job to establish the cause of the fire.,查明起火原因是我们的责任。
en:cd:adjective:1,CD,adjective,光盘，激光唱片（Compact Disc）；呼叫设备（Calling Device）；中央地区（Central District）；商务部（Commerce Department）,abbr 光盘，激光唱片（Compact Disc）；呼叫设备（Calling Device）；中央地区（Central District）；商务部（Commerce Department）,,,cd player,CD播放器；激光唱机
en:ceiling:noun:1,ceiling,noun,天花板；上限,n 天花板；上限,/'silɪŋ/,/'siːlɪŋ/,rooms with high ceilings,天花板很高的房间
